"date","cases","hospitalization","deaths","positivetests","hospital_intake_rivm","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum","IC_Bedden_COVID","IC_Bedden_Non_COVID","Kliniek_Bedden","IC_Nieuwe_Opnames_COVID","Kliniek_Nieuwe_Opnames_COVID","Totaal_bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek","new.infection","corrections.cases","net.infection","new.hospitals","corrections.hospitals","net.hospitals","new.deaths","corrections.deaths","net.deaths","positive_7daverage","infections.today.nursery","infections.total.nursery","deaths.today.nursery","deaths.total.nursery","mutations.locations.nursery","total.current.locations.nursery","values.tested_total","values.infected","values.infected_percentage","pos.rate.3d.avg"
2020-03-08,265,NA,3,77,NA,18,4,5,0,32,21,36,155,2,3,1,166,22,5,16,2,22,27,NA,108,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-09,321,NA,3,56,NA,28,5,6,2,38,22,44,181,2,3,1,197,33,8,21,4,28,32,NA,141,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-10,382,NA,4,61,NA,29,4,9,1,46,24,54,205,2,3,2,227,33,10,25,5,37,39,NA,174,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-11,503,NA,5,121,NA,44,5,10,0,54,26,64,240,4,3,2,269,49,10,30,5,47,48,NA,215,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-12,613,86,5,110,NA,54,4,23,0,74,32,87,283,5,3,2,320,58,23,34,5,70,68,NA,283,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-13,804,115,10,191,29,76,4,14,0,85,35,101,351,5,4,2,397,80,14,38,5,84,79,NA,350,NA,NA,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-14,959,136,12,155,21,61,3,20,0,103,44,121,391,5,7,5,452,64,20,41,5,104,96,NA,424,NA,NA,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-15,1135,162,20,176,26,69,8,28,1,127,51,150,439,7,7,6,523,77,29,49,6,132,120,NA,500,NA,NA,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-16,1413,205,24,278,43,142,19,33,0,157,57,183,572,12,8,6,677,161,33,68,6,165,150,NA,636,NA,NA,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-17,1703,314,43,290,109,145,12,35,0,185,60,218,656,14,8,9,816,157,35,80,6,200,179,NA,775,NA,NA,954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-18,2051,408,58,348,94,177,14,56,0,236,65,274,784,17,12,10,993,191,56,94,6,256,228,NA,966,NA,NA,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-19,2460,489,76,409,81,261,24,66,2,296,70,342,993,25,12,12,1261,285,68,118,8,322,287,NA,1234,NA,NA,1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-20,2994,634,106,534,145,241,25,82,1,367,71,425,1166,30,14,17,1505,266,83,143,9,404,362,NA,1482,NA,NA,1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-21,3631,836,136,637,202,204,13,81,3,437,70,509,1246,41,16,27,1686,217,84,156,12,485,430,NA,1671,NA,NA,2101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-22,4204,988,179,573,152,236,18,74,1,488,71,584,1348,47,18,30,1909,254,75,174,13,559,480,NA,1871,NA,NA,2351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-23,4749,1230,213,545,242,454,23,97,3,578,71,685,1675,64,21,42,2345,477,100,197,16,656,573,NA,2244,NA,NA,2817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-24,5560,1495,276,811,265,428,25,112,1,658,73,798,1927,74,25,47,2754,453,113,222,17,768,653,NA,2544,NA,NA,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-25,6412,1836,356,852,341,442,22,120,2,759,74,919,2145,85,31,54,3168,464,122,244,19,888,752,NA,2811,NA,NA,3563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-26,7431,2151,434,1019,315,443,32,111,4,846,74,1034,2341,103,41,57,3592,475,115,276,23,999,838,NA,2952,NA,NA,3790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-27,8603,2500,546,1172,349,562,34,114,1,930,74,1151,2602,117,47,74,4129,596,115,310,24,1113,927,NA,3226,NA,NA,4153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-28,9762,2954,639,1159,454,303,23,102,2,994,74,1255,2540,135,51,90,4403,326,104,333,26,1215,992,NA,3284,NA,NA,4276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-29,10866,3483,771,1104,529,258,17,91,2,1042,74,1348,2493,160,61,103,4628,275,93,350,28,1306,1038,NA,3284,NA,NA,4322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,11750,3990,864,884,507,442,29,127,2,1126,74,1477,2639,180,69,122,5028,471,129,379,30,1433,1126,NA,3232,NA,NA,4358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,12595,4712,1039,845,722,309,40,112,1,1192,74,1590,2566,214,86,132,5317,349,113,419,31,1545,1191,NA,3095,NA,NA,4286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,13614,5159,1173,1019,447,316,36,75,2,1208,75,1666,2470,238,104,142,5622,352,77,455,33,1620,1208,NA,2945,NA,NA,4153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,14697,5784,1339,1083,625,350,37,95,3,1251,75,1764,2447,260,119,153,5952,387,98,492,36,1715,1249,NA,2807,NA,NA,4056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-03,15723,6286,1487,1026,502,339,51,77,0,1279,75,1841,2453,292,140,161,6301,390,77,543,36,1792,1276,NA,2531,NA,NA,3807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-04,16627,6622,1651,904,336,187,24,64,3,1285,74,1908,2242,311,154,177,6466,211,67,567,39,1856,1360,NA,2570,NA,NA,3930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-05,17851,6875,1766,1224,253,230,21,75,3,1312,75,1987,2193,335,163,197,6664,251,78,588,42,1931,1385,NA,2270,NA,NA,3655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-06,18803,7135,1867,952,260,329,51,61,1,1319,75,2049,2313,355,187,210,7003,380,62,639,43,1992,1409,NA,2912,NA,NA,4321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-07,19580,7427,2101,777,292,204,51,60,2,1321,76,2111,2172,383,211,240,7219,255,62,690,45,2052,1424,NA,2713,NA,NA,4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-08,20549,7735,2248,969,308,209,32,58,0,1290,76,2169,2032,400,236,251,7420,241,58,722,45,2110,1408,NA,2864,NA,NA,4272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-09,21762,7972,2396,1213,237,188,35,52,1,1287,76,2222,1856,412,263,257,7605,223,53,757,46,2162,1417,NA,2733,NA,NA,4150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-10,23097,8197,2511,1335,225,205,38,49,1,1295,75,2273,1767,440,290,264,7815,243,50,795,47,2211,1384,NA,2675,NA,NA,4059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-11,24413,8386,2643,1316,189,133,20,28,2,1262,75,2303,1580,455,311,283,7946,153,30,815,49,2239,1391,NA,2685,NA,NA,4076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-12,25587,8582,2737,1174,196,137,32,33,1,1243,75,2337,1524,470,329,311,8097,169,34,847,50,2272,1358,NA,2532,NA,NA,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-13,26551,8729,2823,964,147,167,31,45,1,1227,75,2382,1516,491,344,335,8261,198,46,878,51,2317,1338,NA,2415,NA,NA,3753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-14,27419,8939,2945,868,210,162,33,35,2,1205,76,2419,1528,503,394,328,8430,195,37,911,53,2352,1303,NA,2391,NA,NA,3694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-15,28153,9127,3134,734,188,118,16,24,1,1180,76,2444,1440,519,448,327,8546,134,25,927,54,2376,1279,NA,2355,NA,NA,3634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-16,29214,9309,3315,1061,182,118,22,28,2,1147,76,2474,1331,538,499,311,8664,140,30,949,56,2404,1258,NA,2377,NA,NA,3635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-17,30449,9465,3459,1235,156,138,25,25,1,1116,77,2500,1289,556,547,309,8802,163,26,974,57,2429,1235,NA,2286,NA,NA,3521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-18,31589,9594,3601,1140,129,80,14,19,0,1071,76,2519,1146,567,570,326,8876,94,19,988,57,2448,1201,356,2266,NA,NA,3467,NA,NA,NA,NA,1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-19,32655,9704,3684,1066,110,83,15,20,1,1041,76,2539,1121,586,576,350,8956,98,21,1003,58,2468,1176,345,2149,NA,NA,3325,NA,NA,NA,NA,1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-20,33405,9779,3751,750,75,113,23,26,1,1020,76,2566,1163,605,629,337,9064,136,27,1026,59,2494,1158,344,2165,NA,NA,3323,NA,NA,NA,NA,1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-21,34134,9897,3916,729,118,117,25,23,0,984,76,2589,1115,625,682,336,9177,142,23,1051,59,2517,1087,398,2157,NA,NA,3244,NA,NA,NA,NA,1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-22,34842,10021,4054,708,124,90,22,15,0,926,77,2604,1032,642,728,332,9275,112,15,1073,59,2532,1050,395,2069,NA,NA,3119,NA,NA,NA,NA,1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-23,35729,10158,4177,887,137,95,36,16,0,884,77,2620,991,654,775,310,9389,131,16,1109,59,2548,1008,389,1856,NA,NA,2864,NA,NA,NA,NA,1397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-24,36535,10281,4289,806,123,79,24,18,1,867,76,2639,935,665,840,276,9475,103,19,1133,60,2566,963,388,1765,NA,NA,2728,NA,NA,NA,NA,1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-25,37190,10381,4409,655,100,44,22,14,0,836,76,2653,810,680,856,285,9533,66,14,1155,60,2580,959,385,1746,NA,NA,2705,NA,NA,NA,NA,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-26,37845,10456,4475,655,75,43,24,13,0,808,76,2666,781,689,866,298,9589,67,13,1179,60,2593,934,395,1704,NA,NA,2638,NA,NA,NA,NA,1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-27,38245,10521,4518,400,65,61,17,14,0,787,76,2680,767,700,875,315,9656,78,14,1196,60,2607,905,367,1626,NA,NA,2531,NA,NA,NA,NA,1272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,38416,10609,4566,171,88,91,25,14,1,766,76,2696,784,706,926,299,9752,116,15,1221,61,2621,861,399,1569,NA,NA,2430,NA,NA,NA,NA,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-29,38802,10685,4711,386,76,59,18,12,0,738,76,2708,724,712,963,298,9812,77,12,1239,61,2633,804,431,1575,NA,NA,2379,NA,NA,NA,NA,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-30,39316,10769,4795,514,84,63,19,17,2,715,76,2727,699,725,1005,284,9883,82,19,1258,63,2650,783,432,1471,NA,NA,2254,NA,NA,NA,NA,1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-01,39791,10854,4893,475,85,52,9,9,0,680,76,2736,646,727,1044,288,9933,61,9,1267,63,2659,735,426,1468,NA,NA,2203,NA,NA,NA,NA,1161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-02,40236,10951,4987,445,97,27,13,9,2,642,76,2747,563,736,1059,288,9967,40,11,1280,65,2668,708,418,1494,NA,NA,2202,NA,NA,NA,NA,1126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-03,40571,10995,5056,335,44,36,9,11,0,628,76,2758,546,741,1066,303,10002,45,11,1289,65,2679,688,382,1380,NA,NA,2068,NA,NA,NA,NA,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-04,40770,11037,5082,199,42,59,25,11,2,618,76,2770,595,747,1109,297,10073,84,13,1314,67,2690,683,377,1333,NA,NA,2016,NA,NA,NA,NA,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-05,41087,11126,5168,317,89,28,7,3,0,576,76,2773,526,752,1124,310,10104,35,3,1321,67,2693,644,394,1333,NA,NA,1977,NA,NA,NA,NA,1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-06,41319,11153,5204,232,27,60,15,6,0,549,73,2779,541,758,1161,301,10169,75,6,1336,67,2699,628,397,1352,NA,NA,1980,NA,NA,NA,NA,1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-07,41774,11192,5288,455,39,46,15,9,1,527,72,2789,517,766,1201,294,10219,61,10,1351,68,2708,584,440,1286,NA,NA,1870,NA,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-08,42093,11227,5359,319,35,55,25,7,1,496,72,2797,513,771,1238,279,10292,80,8,1376,69,2715,564,414,1189,NA,NA,1753,NA,NA,NA,NA,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-09,42382,11285,5422,289,58,30,5,5,0,474,72,2802,465,776,1246,288,10323,35,5,1381,69,2720,541,450,1132,NA,NA,1673,NA,NA,NA,NA,991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-10,42627,11307,5440,245,22,25,12,4,1,456,72,2807,448,777,1249,297,10353,37,5,1393,70,2724,507,418,1054,NA,NA,1561,NA,NA,NA,NA,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-11,42788,11343,5456,161,36,45,19,7,1,450,73,2815,478,784,1290,292,10412,64,8,1412,71,2731,498,388,1118,NA,NA,1616,NA,NA,NA,NA,886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-12,42984,11378,5510,196,35,27,20,2,0,408,71,2817,448,787,1332,269,10455,47,2,1432,71,2733,463,462,1110,NA,NA,1573,NA,NA,NA,NA,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-13,43211,11430,5562,227,52,38,19,3,1,391,71,2821,424,792,1367,267,10505,57,4,1451,72,2736,432,474,1031,NA,NA,1463,NA,NA,NA,NA,906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-14,43481,11457,5590,270,27,25,13,8,1,365,71,2830,389,796,1394,253,10534,38,9,1464,73,2744,410,497,1029,NA,NA,1439,NA,NA,NA,NA,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-15,43681,11492,5643,200,35,32,13,3,1,349,71,2834,368,803,1429,232,10573,45,4,1477,74,2747,378,527,981,NA,NA,1359,NA,NA,NA,NA,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-16,43870,11537,5670,189,45,18,4,7,1,334,70,2842,323,805,1438,232,10591,22,8,1481,75,2754,346,522,971,NA,NA,1317,NA,NA,NA,NA,868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
